Training 2c3f with weight bit width 8 and activation bit width 2 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 0.9097, Train Acc: 71.41%, Val Loss: 1.6079, Val Acc: 46.67%
Epoch [2/500], LR: 0.010000, Train Loss: 0.3863, Train Acc: 87.73%, Val Loss: 0.5005, Val Acc: 84.66%
Epoch [3/500], LR: 0.010000, Train Loss: 0.2788, Train Acc: 91.30%, Val Loss: 0.4338, Val Acc: 85.75%
Epoch [4/500], LR: 0.010000, Train Loss: 0.2329, Train Acc: 92.65%, Val Loss: 0.9765, Val Acc: 70.58%
Epoch [5/500], LR: 0.010000, Train Loss: 0.1965, Train Acc: 93.82%, Val Loss: 0.1931, Val Acc: 94.00%
Epoch [6/500], LR: 0.010000, Train Loss: 0.1846, Train Acc: 94.19%, Val Loss: 0.9436, Val Acc: 69.03%
Epoch [7/500], LR: 0.010000, Train Loss: 0.1716, Train Acc: 94.67%, Val Loss: 0.9446, Val Acc: 69.94%
Epoch [8/500], LR: 0.010000, Train Loss: 0.1627, Train Acc: 94.90%, Val Loss: 0.5813, Val Acc: 81.87%
Epoch [9/500], LR: 0.010000, Train Loss: 0.1601, Train Acc: 94.92%, Val Loss: 0.1762, Val Acc: 94.41%
Epoch [10/500], LR: 0.010000, Train Loss: 0.1522, Train Acc: 95.17%, Val Loss: 0.3770, Val Acc: 88.57%
Epoch [11/500], LR: 0.010000, Train Loss: 0.1466, Train Acc: 95.32%, Val Loss: 0.1396, Val Acc: 95.78%
Epoch [12/500], LR: 0.010000, Train Loss: 0.1295, Train Acc: 96.00%, Val Loss: 0.1421, Val Acc: 95.68%
Epoch [13/500], LR: 0.010000, Train Loss: 0.1323, Train Acc: 95.89%, Val Loss: 0.6179, Val Acc: 84.15%
Epoch [14/500], LR: 0.010000, Train Loss: 0.1237, Train Acc: 96.10%, Val Loss: 0.1382, Val Acc: 95.77%
Epoch [15/500], LR: 0.010000, Train Loss: 0.1277, Train Acc: 95.90%, Val Loss: 0.1942, Val Acc: 93.79%
Epoch [16/500], LR: 0.010000, Train Loss: 0.1239, Train Acc: 96.14%, Val Loss: 0.1281, Val Acc: 96.17%
Epoch [17/500], LR: 0.010000, Train Loss: 0.1189, Train Acc: 96.21%, Val Loss: 0.4470, Val Acc: 87.90%
Epoch [18/500], LR: 0.010000, Train Loss: 0.1179, Train Acc: 96.37%, Val Loss: 0.1142, Val Acc: 96.56%
Epoch [19/500], LR: 0.010000, Train Loss: 0.1114, Train Acc: 96.46%, Val Loss: 0.1187, Val Acc: 96.22%
Epoch [20/500], LR: 0.010000, Train Loss: 0.1138, Train Acc: 96.40%, Val Loss: 0.5174, Val Acc: 84.37%
Epoch [21/500], LR: 0.010000, Train Loss: 0.1102, Train Acc: 96.51%, Val Loss: 0.1202, Val Acc: 96.34%
Epoch [22/500], LR: 0.010000, Train Loss: 0.1109, Train Acc: 96.47%, Val Loss: 0.1175, Val Acc: 96.24%
Epoch [23/500], LR: 0.010000, Train Loss: 0.1046, Train Acc: 96.71%, Val Loss: 0.2446, Val Acc: 92.00%
Epoch [24/500], LR: 0.010000, Train Loss: 0.1058, Train Acc: 96.72%, Val Loss: 0.1113, Val Acc: 96.60%
Epoch [25/500], LR: 0.010000, Train Loss: 0.1065, Train Acc: 96.58%, Val Loss: 0.1224, Val Acc: 95.96%
Epoch [26/500], LR: 0.010000, Train Loss: 0.1036, Train Acc: 96.78%, Val Loss: 0.1080, Val Acc: 96.64%
Epoch [27/500], LR: 0.010000, Train Loss: 0.1025, Train Acc: 96.72%, Val Loss: 0.1143, Val Acc: 96.52%
Epoch [28/500], LR: 0.010000, Train Loss: 0.0994, Train Acc: 96.83%, Val Loss: 0.3369, Val Acc: 89.80%
Epoch [29/500], LR: 0.010000, Train Loss: 0.1002, Train Acc: 96.78%, Val Loss: 0.1334, Val Acc: 95.62%
Epoch [30/500], LR: 0.010000, Train Loss: 0.0998, Train Acc: 96.74%, Val Loss: 0.1042, Val Acc: 96.67%
Epoch [31/500], LR: 0.010000, Train Loss: 0.0982, Train Acc: 96.94%, Val Loss: 0.2391, Val Acc: 92.97%
Epoch [32/500], LR: 0.010000, Train Loss: 0.0950, Train Acc: 96.91%, Val Loss: 0.4239, Val Acc: 87.72%
Epoch [33/500], LR: 0.010000, Train Loss: 0.0987, Train Acc: 96.84%, Val Loss: 0.1011, Val Acc: 96.80%
Epoch [34/500], LR: 0.010000, Train Loss: 0.0938, Train Acc: 97.02%, Val Loss: 0.0992, Val Acc: 96.96%
Epoch [35/500], LR: 0.010000, Train Loss: 0.0959, Train Acc: 97.05%, Val Loss: 0.3940, Val Acc: 88.58%
Epoch [36/500], LR: 0.010000, Train Loss: 0.0952, Train Acc: 96.93%, Val Loss: 0.1014, Val Acc: 96.66%
Epoch [37/500], LR: 0.010000, Train Loss: 0.0957, Train Acc: 97.02%, Val Loss: 0.1201, Val Acc: 96.29%
Epoch [38/500], LR: 0.010000, Train Loss: 0.0977, Train Acc: 96.94%, Val Loss: 0.1220, Val Acc: 96.11%
Epoch [39/500], LR: 0.010000, Train Loss: 0.0959, Train Acc: 97.03%, Val Loss: 0.1095, Val Acc: 96.57%
Epoch [40/500], LR: 0.010000, Train Loss: 0.0964, Train Acc: 96.91%, Val Loss: 0.1080, Val Acc: 96.65%
Epoch [41/500], LR: 0.010000, Train Loss: 0.0919, Train Acc: 97.10%, Val Loss: 0.1297, Val Acc: 95.90%
Epoch [42/500], LR: 0.010000, Train Loss: 0.0900, Train Acc: 97.11%, Val Loss: 0.1055, Val Acc: 96.81%
Epoch [43/500], LR: 0.010000, Train Loss: 0.0930, Train Acc: 97.05%, Val Loss: 0.5131, Val Acc: 83.83%
Epoch [44/500], LR: 0.010000, Train Loss: 0.0939, Train Acc: 97.11%, Val Loss: 0.1073, Val Acc: 96.58%
Epoch [45/500], LR: 0.010000, Train Loss: 0.0916, Train Acc: 97.11%, Val Loss: 0.1038, Val Acc: 96.73%
Epoch [46/500], LR: 0.010000, Train Loss: 0.0902, Train Acc: 97.18%, Val Loss: 0.1044, Val Acc: 96.68%
Epoch [47/500], LR: 0.010000, Train Loss: 0.0864, Train Acc: 97.16%, Val Loss: 0.1429, Val Acc: 95.69%
Epoch [48/500], LR: 0.010000, Train Loss: 0.0915, Train Acc: 97.14%, Val Loss: 0.0898, Val Acc: 97.29%
Epoch [49/500], LR: 0.010000, Train Loss: 0.0887, Train Acc: 97.16%, Val Loss: 0.2079, Val Acc: 93.41%
Epoch [50/500], LR: 0.010000, Train Loss: 0.0913, Train Acc: 97.11%, Val Loss: 0.0924, Val Acc: 97.07%
Epoch [51/500], LR: 0.010000, Train Loss: 0.0860, Train Acc: 97.23%, Val Loss: 0.2349, Val Acc: 92.66%
Epoch [52/500], LR: 0.010000, Train Loss: 0.0875, Train Acc: 97.19%, Val Loss: 0.3659, Val Acc: 88.87%
Epoch [53/500], LR: 0.010000, Train Loss: 0.0890, Train Acc: 97.10%, Val Loss: 0.1181, Val Acc: 96.24%
