Training 2c3f_relu with weight bit width 8 and activation bit width 4 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 0.6180, Train Acc: 82.59%, Val Loss: 0.2572, Val Acc: 92.58%
Epoch [2/500], LR: 0.010000, Train Loss: 0.1975, Train Acc: 94.34%, Val Loss: 0.1574, Val Acc: 95.27%
Epoch [3/500], LR: 0.010000, Train Loss: 0.1367, Train Acc: 95.95%, Val Loss: 0.1365, Val Acc: 95.69%
Epoch [4/500], LR: 0.010000, Train Loss: 0.1157, Train Acc: 96.48%, Val Loss: 0.1041, Val Acc: 96.82%
Epoch [5/500], LR: 0.010000, Train Loss: 0.0963, Train Acc: 96.95%, Val Loss: 0.1069, Val Acc: 96.47%
Epoch [6/500], LR: 0.010000, Train Loss: 0.0908, Train Acc: 97.14%, Val Loss: 0.0890, Val Acc: 97.12%
Epoch [7/500], LR: 0.010000, Train Loss: 0.0828, Train Acc: 97.45%, Val Loss: 0.0788, Val Acc: 97.68%
Epoch [8/500], LR: 0.010000, Train Loss: 0.0782, Train Acc: 97.53%, Val Loss: 0.0792, Val Acc: 97.49%
Epoch [9/500], LR: 0.010000, Train Loss: 0.0741, Train Acc: 97.64%, Val Loss: 0.0772, Val Acc: 97.45%
Epoch [10/500], LR: 0.010000, Train Loss: 0.0696, Train Acc: 97.83%, Val Loss: 0.0709, Val Acc: 97.73%
Epoch [11/500], LR: 0.010000, Train Loss: 0.0688, Train Acc: 97.78%, Val Loss: 0.0631, Val Acc: 98.03%
Epoch [12/500], LR: 0.010000, Train Loss: 0.0647, Train Acc: 97.92%, Val Loss: 0.0711, Val Acc: 97.76%
Epoch [13/500], LR: 0.010000, Train Loss: 0.0633, Train Acc: 97.95%, Val Loss: 0.0709, Val Acc: 97.70%
Epoch [14/500], LR: 0.010000, Train Loss: 0.0608, Train Acc: 97.95%, Val Loss: 0.0709, Val Acc: 97.82%
Epoch [15/500], LR: 0.010000, Train Loss: 0.0605, Train Acc: 98.08%, Val Loss: 0.0641, Val Acc: 98.16%
Epoch [16/500], LR: 0.010000, Train Loss: 0.0580, Train Acc: 98.11%, Val Loss: 0.0604, Val Acc: 98.01%
Epoch [17/500], LR: 0.010000, Train Loss: 0.0575, Train Acc: 98.12%, Val Loss: 0.0646, Val Acc: 98.03%
Epoch [18/500], LR: 0.010000, Train Loss: 0.0541, Train Acc: 98.24%, Val Loss: 0.0724, Val Acc: 97.76%
Epoch [19/500], LR: 0.010000, Train Loss: 0.0560, Train Acc: 98.16%, Val Loss: 0.0601, Val Acc: 98.21%
Epoch [20/500], LR: 0.010000, Train Loss: 0.0557, Train Acc: 98.19%, Val Loss: 0.0687, Val Acc: 97.87%
Epoch [21/500], LR: 0.010000, Train Loss: 0.0532, Train Acc: 98.26%, Val Loss: 0.0607, Val Acc: 98.07%
Epoch [22/500], LR: 0.010000, Train Loss: 0.0524, Train Acc: 98.23%, Val Loss: 0.0587, Val Acc: 98.10%
Epoch [23/500], LR: 0.010000, Train Loss: 0.0511, Train Acc: 98.29%, Val Loss: 0.0623, Val Acc: 98.07%
Epoch [24/500], LR: 0.010000, Train Loss: 0.0492, Train Acc: 98.36%, Val Loss: 0.0613, Val Acc: 97.95%
Epoch [25/500], LR: 0.010000, Train Loss: 0.0506, Train Acc: 98.35%, Val Loss: 0.0608, Val Acc: 98.22%
Epoch [26/500], LR: 0.010000, Train Loss: 0.0474, Train Acc: 98.42%, Val Loss: 0.0594, Val Acc: 98.14%
Epoch [27/500], LR: 0.010000, Train Loss: 0.0508, Train Acc: 98.36%, Val Loss: 0.0595, Val Acc: 98.12%
Epoch [28/500], LR: 0.010000, Train Loss: 0.0486, Train Acc: 98.39%, Val Loss: 0.0583, Val Acc: 98.20%
Epoch [29/500], LR: 0.010000, Train Loss: 0.0494, Train Acc: 98.43%, Val Loss: 0.0576, Val Acc: 98.15%
Epoch [30/500], LR: 0.010000, Train Loss: 0.0466, Train Acc: 98.42%, Val Loss: 0.0538, Val Acc: 98.30%
Epoch [31/500], LR: 0.010000, Train Loss: 0.0469, Train Acc: 98.46%, Val Loss: 0.0577, Val Acc: 98.14%
Epoch [32/500], LR: 0.010000, Train Loss: 0.0443, Train Acc: 98.53%, Val Loss: 0.0612, Val Acc: 98.25%
Epoch [33/500], LR: 0.010000, Train Loss: 0.0458, Train Acc: 98.51%, Val Loss: 0.0621, Val Acc: 98.02%
Epoch [34/500], LR: 0.010000, Train Loss: 0.0472, Train Acc: 98.41%, Val Loss: 0.0496, Val Acc: 98.38%
Epoch [35/500], LR: 0.010000, Train Loss: 0.0458, Train Acc: 98.49%, Val Loss: 0.0554, Val Acc: 98.33%
Epoch [36/500], LR: 0.010000, Train Loss: 0.0432, Train Acc: 98.56%, Val Loss: 0.0566, Val Acc: 98.26%
Epoch [37/500], LR: 0.010000, Train Loss: 0.0445, Train Acc: 98.51%, Val Loss: 0.0507, Val Acc: 98.42%
Epoch [38/500], LR: 0.010000, Train Loss: 0.0441, Train Acc: 98.54%, Val Loss: 0.0603, Val Acc: 98.25%
Epoch [39/500], LR: 0.010000, Train Loss: 0.0453, Train Acc: 98.48%, Val Loss: 0.0523, Val Acc: 98.40%
Epoch [40/500], LR: 0.010000, Train Loss: 0.0439, Train Acc: 98.55%, Val Loss: 0.0571, Val Acc: 98.24%
Epoch [41/500], LR: 0.010000, Train Loss: 0.0443, Train Acc: 98.54%, Val Loss: 0.0540, Val Acc: 98.42%
Epoch [42/500], LR: 0.010000, Train Loss: 0.0448, Train Acc: 98.55%, Val Loss: 0.0550, Val Acc: 98.39%
Epoch [43/500], LR: 0.010000, Train Loss: 0.0419, Train Acc: 98.61%, Val Loss: 0.0570, Val Acc: 98.31%
Epoch [44/500], LR: 0.010000, Train Loss: 0.0427, Train Acc: 98.62%, Val Loss: 0.0526, Val Acc: 98.42%
Epoch [45/500], LR: 0.010000, Train Loss: 0.0407, Train Acc: 98.68%, Val Loss: 0.0607, Val Acc: 98.14%
Epoch [46/500], LR: 0.010000, Train Loss: 0.0431, Train Acc: 98.62%, Val Loss: 0.0563, Val Acc: 98.28%
Epoch [47/500], LR: 0.010000, Train Loss: 0.0408, Train Acc: 98.62%, Val Loss: 0.0585, Val Acc: 98.17%
Epoch [48/500], LR: 0.010000, Train Loss: 0.0392, Train Acc: 98.70%, Val Loss: 0.0545, Val Acc: 98.32%
Epoch [49/500], LR: 0.010000, Train Loss: 0.0432, Train Acc: 98.58%, Val Loss: 0.0624, Val Acc: 98.07%
Epoch [50/500], LR: 0.010000, Train Loss: 0.0423, Train Acc: 98.59%, Val Loss: 0.0491, Val Acc: 98.50%
Epoch [51/500], LR: 0.010000, Train Loss: 0.0404, Train Acc: 98.66%, Val Loss: 0.0477, Val Acc: 98.51%
Epoch [52/500], LR: 0.010000, Train Loss: 0.0412, Train Acc: 98.60%, Val Loss: 0.0507, Val Acc: 98.49%
