Training 2c3f with weight bit width 8 and activation bit width 4 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 0.7417, Train Acc: 78.11%, Val Loss: 0.4017, Val Acc: 87.87%
Epoch [2/500], LR: 0.010000, Train Loss: 0.2719, Train Acc: 91.87%, Val Loss: 0.2388, Val Acc: 92.71%
Epoch [3/500], LR: 0.010000, Train Loss: 0.2000, Train Acc: 93.82%, Val Loss: 0.2117, Val Acc: 93.32%
Epoch [4/500], LR: 0.010000, Train Loss: 0.1716, Train Acc: 94.71%, Val Loss: 0.1671, Val Acc: 94.74%
Epoch [5/500], LR: 0.010000, Train Loss: 0.1436, Train Acc: 95.56%, Val Loss: 0.1824, Val Acc: 94.47%
Epoch [6/500], LR: 0.010000, Train Loss: 0.1343, Train Acc: 95.82%, Val Loss: 0.1588, Val Acc: 94.94%
Epoch [7/500], LR: 0.010000, Train Loss: 0.1189, Train Acc: 96.26%, Val Loss: 0.1425, Val Acc: 95.44%
Epoch [8/500], LR: 0.010000, Train Loss: 0.1168, Train Acc: 96.29%, Val Loss: 0.1768, Val Acc: 94.63%
Epoch [9/500], LR: 0.010000, Train Loss: 0.1080, Train Acc: 96.67%, Val Loss: 0.1288, Val Acc: 95.88%
Epoch [10/500], LR: 0.010000, Train Loss: 0.1035, Train Acc: 96.68%, Val Loss: 0.1191, Val Acc: 96.18%
Epoch [11/500], LR: 0.010000, Train Loss: 0.0995, Train Acc: 96.86%, Val Loss: 0.2082, Val Acc: 93.47%
Epoch [12/500], LR: 0.010000, Train Loss: 0.0992, Train Acc: 96.82%, Val Loss: 0.0983, Val Acc: 96.99%
Epoch [13/500], LR: 0.010000, Train Loss: 0.0912, Train Acc: 97.13%, Val Loss: 0.0950, Val Acc: 97.07%
Epoch [14/500], LR: 0.010000, Train Loss: 0.0893, Train Acc: 97.22%, Val Loss: 0.1375, Val Acc: 95.59%
Epoch [15/500], LR: 0.010000, Train Loss: 0.0878, Train Acc: 97.28%, Val Loss: 0.1544, Val Acc: 95.17%
Epoch [16/500], LR: 0.010000, Train Loss: 0.0881, Train Acc: 97.22%, Val Loss: 0.0895, Val Acc: 97.28%
Epoch [17/500], LR: 0.010000, Train Loss: 0.0841, Train Acc: 97.30%, Val Loss: 0.1191, Val Acc: 96.29%
Epoch [18/500], LR: 0.010000, Train Loss: 0.0823, Train Acc: 97.36%, Val Loss: 0.1043, Val Acc: 96.83%
Epoch [19/500], LR: 0.010000, Train Loss: 0.0806, Train Acc: 97.41%, Val Loss: 0.1006, Val Acc: 96.68%
Epoch [20/500], LR: 0.010000, Train Loss: 0.0806, Train Acc: 97.41%, Val Loss: 0.1418, Val Acc: 95.57%
Epoch [21/500], LR: 0.010000, Train Loss: 0.0791, Train Acc: 97.41%, Val Loss: 0.0868, Val Acc: 97.19%
Epoch [22/500], LR: 0.010000, Train Loss: 0.0784, Train Acc: 97.50%, Val Loss: 0.0949, Val Acc: 96.99%
Epoch [23/500], LR: 0.010000, Train Loss: 0.0745, Train Acc: 97.56%, Val Loss: 0.1483, Val Acc: 95.36%
Epoch [24/500], LR: 0.010000, Train Loss: 0.0747, Train Acc: 97.56%, Val Loss: 0.1313, Val Acc: 95.80%
Epoch [25/500], LR: 0.010000, Train Loss: 0.0748, Train Acc: 97.61%, Val Loss: 0.0834, Val Acc: 97.41%
Epoch [26/500], LR: 0.010000, Train Loss: 0.0713, Train Acc: 97.70%, Val Loss: 0.1067, Val Acc: 96.72%
Epoch [27/500], LR: 0.010000, Train Loss: 0.0738, Train Acc: 97.61%, Val Loss: 0.1026, Val Acc: 96.72%
Epoch [28/500], LR: 0.010000, Train Loss: 0.0709, Train Acc: 97.67%, Val Loss: 0.1191, Val Acc: 96.12%
Epoch [29/500], LR: 0.010000, Train Loss: 0.0726, Train Acc: 97.68%, Val Loss: 0.0840, Val Acc: 97.54%
Epoch [30/500], LR: 0.010000, Train Loss: 0.0669, Train Acc: 97.81%, Val Loss: 0.0815, Val Acc: 97.49%
Epoch [31/500], LR: 0.010000, Train Loss: 0.0713, Train Acc: 97.76%, Val Loss: 0.1088, Val Acc: 96.62%
Epoch [32/500], LR: 0.010000, Train Loss: 0.0688, Train Acc: 97.70%, Val Loss: 0.1089, Val Acc: 96.63%
Epoch [33/500], LR: 0.010000, Train Loss: 0.0688, Train Acc: 97.76%, Val Loss: 0.0746, Val Acc: 97.66%
Epoch [34/500], LR: 0.010000, Train Loss: 0.0681, Train Acc: 97.85%, Val Loss: 0.0868, Val Acc: 97.33%
Epoch [35/500], LR: 0.010000, Train Loss: 0.0651, Train Acc: 97.87%, Val Loss: 0.0862, Val Acc: 97.30%
Epoch [36/500], LR: 0.010000, Train Loss: 0.0672, Train Acc: 97.81%, Val Loss: 0.0884, Val Acc: 97.17%
Epoch [37/500], LR: 0.010000, Train Loss: 0.0668, Train Acc: 97.80%, Val Loss: 0.0995, Val Acc: 96.88%
Epoch [38/500], LR: 0.010000, Train Loss: 0.0626, Train Acc: 97.95%, Val Loss: 0.0787, Val Acc: 97.62%
Epoch [39/500], LR: 0.010000, Train Loss: 0.0644, Train Acc: 97.91%, Val Loss: 0.1278, Val Acc: 95.97%
Epoch [40/500], LR: 0.010000, Train Loss: 0.0638, Train Acc: 97.91%, Val Loss: 0.0835, Val Acc: 97.44%
Epoch [41/500], LR: 0.010000, Train Loss: 0.0637, Train Acc: 97.97%, Val Loss: 0.0776, Val Acc: 97.43%
Epoch [42/500], LR: 0.010000, Train Loss: 0.0623, Train Acc: 98.08%, Val Loss: 0.0771, Val Acc: 97.60%
Epoch [43/500], LR: 0.010000, Train Loss: 0.0624, Train Acc: 97.88%, Val Loss: 0.0840, Val Acc: 97.42%
Epoch [44/500], LR: 0.010000, Train Loss: 0.0612, Train Acc: 98.04%, Val Loss: 0.0714, Val Acc: 97.65%
Epoch [45/500], LR: 0.010000, Train Loss: 0.0605, Train Acc: 98.05%, Val Loss: 0.0858, Val Acc: 97.50%
Epoch [46/500], LR: 0.010000, Train Loss: 0.0605, Train Acc: 97.99%, Val Loss: 0.0919, Val Acc: 97.23%
