Training lfc with weight bit width 1 and activation bit width 2 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.3272, Train Acc: 56.47%, Val Loss: 1.0248, Val Acc: 66.43%
Epoch [2/500], LR: 0.010000, Train Loss: 1.0390, Train Acc: 65.76%, Val Loss: 0.7485, Val Acc: 75.17%
Epoch [3/500], LR: 0.010000, Train Loss: 0.8147, Train Acc: 72.37%, Val Loss: 0.5423, Val Acc: 81.58%
Epoch [4/500], LR: 0.010000, Train Loss: 0.6716, Train Acc: 77.33%, Val Loss: 0.4437, Val Acc: 84.96%
Epoch [5/500], LR: 0.010000, Train Loss: 0.5998, Train Acc: 79.76%, Val Loss: 0.3995, Val Acc: 86.89%
Epoch [6/500], LR: 0.010000, Train Loss: 0.5419, Train Acc: 81.71%, Val Loss: 0.3541, Val Acc: 88.20%
Epoch [7/500], LR: 0.010000, Train Loss: 0.5154, Train Acc: 82.88%, Val Loss: 0.3172, Val Acc: 89.67%
Epoch [8/500], LR: 0.010000, Train Loss: 0.4760, Train Acc: 84.15%, Val Loss: 0.3039, Val Acc: 89.94%
Epoch [9/500], LR: 0.010000, Train Loss: 0.4551, Train Acc: 84.83%, Val Loss: 0.2783, Val Acc: 90.85%
Epoch [10/500], LR: 0.010000, Train Loss: 0.4419, Train Acc: 85.33%, Val Loss: 0.2645, Val Acc: 91.43%
Epoch [11/500], LR: 0.010000, Train Loss: 0.4304, Train Acc: 85.87%, Val Loss: 0.2539, Val Acc: 91.72%
Epoch [12/500], LR: 0.010000, Train Loss: 0.4074, Train Acc: 86.53%, Val Loss: 0.2528, Val Acc: 91.72%
Epoch [13/500], LR: 0.010000, Train Loss: 0.3926, Train Acc: 87.04%, Val Loss: 0.2431, Val Acc: 92.01%
Epoch [14/500], LR: 0.010000, Train Loss: 0.3824, Train Acc: 87.31%, Val Loss: 0.2332, Val Acc: 92.58%
Epoch [15/500], LR: 0.010000, Train Loss: 0.3814, Train Acc: 87.48%, Val Loss: 0.2339, Val Acc: 92.58%
Epoch [16/500], LR: 0.010000, Train Loss: 0.3716, Train Acc: 87.67%, Val Loss: 0.2256, Val Acc: 92.68%
Epoch [17/500], LR: 0.010000, Train Loss: 0.3647, Train Acc: 88.11%, Val Loss: 0.2047, Val Acc: 93.47%
Epoch [18/500], LR: 0.010000, Train Loss: 0.3563, Train Acc: 88.31%, Val Loss: 0.2195, Val Acc: 92.74%
Epoch [19/500], LR: 0.010000, Train Loss: 0.3564, Train Acc: 88.33%, Val Loss: 0.2114, Val Acc: 93.26%
Epoch [20/500], LR: 0.010000, Train Loss: 0.3417, Train Acc: 88.86%, Val Loss: 0.2090, Val Acc: 93.46%
Epoch [21/500], LR: 0.010000, Train Loss: 0.3438, Train Acc: 88.76%, Val Loss: 0.1932, Val Acc: 93.87%
Epoch [22/500], LR: 0.010000, Train Loss: 0.3346, Train Acc: 89.13%, Val Loss: 0.1945, Val Acc: 93.69%
Epoch [23/500], LR: 0.010000, Train Loss: 0.3334, Train Acc: 89.07%, Val Loss: 0.1847, Val Acc: 94.04%
Epoch [24/500], LR: 0.010000, Train Loss: 0.3245, Train Acc: 89.42%, Val Loss: 0.1905, Val Acc: 93.85%
Epoch [25/500], LR: 0.010000, Train Loss: 0.3266, Train Acc: 89.30%, Val Loss: 0.1766, Val Acc: 94.21%
Epoch [26/500], LR: 0.010000, Train Loss: 0.3248, Train Acc: 89.34%, Val Loss: 0.1892, Val Acc: 94.08%
Epoch [27/500], LR: 0.010000, Train Loss: 0.3145, Train Acc: 89.74%, Val Loss: 0.1908, Val Acc: 93.83%
Epoch [28/500], LR: 0.010000, Train Loss: 0.3214, Train Acc: 89.58%, Val Loss: 0.1769, Val Acc: 94.42%
Epoch [29/500], LR: 0.010000, Train Loss: 0.3110, Train Acc: 89.83%, Val Loss: 0.1802, Val Acc: 94.24%
Epoch [30/500], LR: 0.010000, Train Loss: 0.3111, Train Acc: 89.80%, Val Loss: 0.1758, Val Acc: 94.42%
Epoch [31/500], LR: 0.010000, Train Loss: 0.3111, Train Acc: 89.92%, Val Loss: 0.1763, Val Acc: 94.41%
Epoch [32/500], LR: 0.010000, Train Loss: 0.3037, Train Acc: 90.14%, Val Loss: 0.1703, Val Acc: 94.44%
Epoch [33/500], LR: 0.010000, Train Loss: 0.3085, Train Acc: 89.87%, Val Loss: 0.1796, Val Acc: 94.21%
Epoch [34/500], LR: 0.010000, Train Loss: 0.2955, Train Acc: 90.38%, Val Loss: 0.1708, Val Acc: 94.58%
Epoch [35/500], LR: 0.010000, Train Loss: 0.3014, Train Acc: 90.15%, Val Loss: 0.1713, Val Acc: 94.62%
Epoch [36/500], LR: 0.010000, Train Loss: 0.3020, Train Acc: 90.22%, Val Loss: 0.1692, Val Acc: 94.58%
Epoch [37/500], LR: 0.010000, Train Loss: 0.2967, Train Acc: 90.42%, Val Loss: 0.1833, Val Acc: 94.02%
Epoch [38/500], LR: 0.010000, Train Loss: 0.2931, Train Acc: 90.42%, Val Loss: 0.1633, Val Acc: 94.77%
Epoch [39/500], LR: 0.010000, Train Loss: 0.2977, Train Acc: 90.38%, Val Loss: 0.1785, Val Acc: 94.35%
Epoch [40/500], LR: 0.010000, Train Loss: 0.2894, Train Acc: 90.64%, Val Loss: 0.1562, Val Acc: 94.90%
Epoch [41/500], LR: 0.010000, Train Loss: 0.2934, Train Acc: 90.41%, Val Loss: 0.1566, Val Acc: 94.92%
Epoch [42/500], LR: 0.010000, Train Loss: 0.2900, Train Acc: 90.67%, Val Loss: 0.1559, Val Acc: 95.11%
Epoch [43/500], LR: 0.010000, Train Loss: 0.2852, Train Acc: 90.79%, Val Loss: 0.1582, Val Acc: 94.77%
Epoch [44/500], LR: 0.010000, Train Loss: 0.2906, Train Acc: 90.46%, Val Loss: 0.1721, Val Acc: 94.56%
Epoch [45/500], LR: 0.010000, Train Loss: 0.2862, Train Acc: 90.55%, Val Loss: 0.1584, Val Acc: 94.83%
Epoch [46/500], LR: 0.010000, Train Loss: 0.2818, Train Acc: 90.92%, Val Loss: 0.1602, Val Acc: 95.03%
Epoch [47/500], LR: 0.010000, Train Loss: 0.2824, Train Acc: 90.84%, Val Loss: 0.1613, Val Acc: 94.71%
Epoch [48/500], LR: 0.010000, Train Loss: 0.2818, Train Acc: 90.70%, Val Loss: 0.1552, Val Acc: 94.94%
Epoch [49/500], LR: 0.010000, Train Loss: 0.2805, Train Acc: 90.81%, Val Loss: 0.1508, Val Acc: 95.03%
Epoch [50/500], LR: 0.010000, Train Loss: 0.2845, Train Acc: 90.80%, Val Loss: 0.1537, Val Acc: 94.87%
Epoch [51/500], LR: 0.010000, Train Loss: 0.2786, Train Acc: 90.99%, Val Loss: 0.1569, Val Acc: 95.01%
Epoch [52/500], LR: 0.010000, Train Loss: 0.2789, Train Acc: 90.82%, Val Loss: 0.1593, Val Acc: 94.92%
Epoch [53/500], LR: 0.010000, Train Loss: 0.2763, Train Acc: 91.14%, Val Loss: 0.1489, Val Acc: 95.29%
Epoch [54/500], LR: 0.010000, Train Loss: 0.2754, Train Acc: 91.04%, Val Loss: 0.1434, Val Acc: 95.32%
Epoch [55/500], LR: 0.010000, Train Loss: 0.2731, Train Acc: 91.07%, Val Loss: 0.1582, Val Acc: 94.98%
Epoch [56/500], LR: 0.010000, Train Loss: 0.2738, Train Acc: 91.21%, Val Loss: 0.1487, Val Acc: 95.22%
Epoch [57/500], LR: 0.010000, Train Loss: 0.2752, Train Acc: 91.22%, Val Loss: 0.1509, Val Acc: 95.17%
Epoch [58/500], LR: 0.010000, Train Loss: 0.2721, Train Acc: 91.18%, Val Loss: 0.1480, Val Acc: 95.35%
Epoch [59/500], LR: 0.010000, Train Loss: 0.2687, Train Acc: 91.37%, Val Loss: 0.1495, Val Acc: 95.17%
Epoch [60/500], LR: 0.010000, Train Loss: 0.2660, Train Acc: 91.30%, Val Loss: 0.1473, Val Acc: 95.23%
Epoch [61/500], LR: 0.010000, Train Loss: 0.2683, Train Acc: 91.37%, Val Loss: 0.1479, Val Acc: 95.22%
Epoch [62/500], LR: 0.010000, Train Loss: 0.2713, Train Acc: 91.08%, Val Loss: 0.1462, Val Acc: 95.34%
Epoch [63/500], LR: 0.010000, Train Loss: 0.2652, Train Acc: 91.33%, Val Loss: 0.1483, Val Acc: 95.38%
Epoch [64/500], LR: 0.010000, Train Loss: 0.2711, Train Acc: 91.24%, Val Loss: 0.1450, Val Acc: 95.33%
Epoch [65/500], LR: 0.010000, Train Loss: 0.2669, Train Acc: 91.24%, Val Loss: 0.1421, Val Acc: 95.44%
Epoch [66/500], LR: 0.010000, Train Loss: 0.2688, Train Acc: 91.17%, Val Loss: 0.1480, Val Acc: 95.28%
