Training lfc with weight bit width 4 and activation bit width 1 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.2859, Train Acc: 57.69%, Val Loss: 0.8919, Val Acc: 70.97%
Epoch [2/500], LR: 0.010000, Train Loss: 0.8685, Train Acc: 71.08%, Val Loss: 0.5580, Val Acc: 81.65%
Epoch [3/500], LR: 0.010000, Train Loss: 0.6603, Train Acc: 77.78%, Val Loss: 0.4264, Val Acc: 85.97%
Epoch [4/500], LR: 0.010000, Train Loss: 0.5489, Train Acc: 81.74%, Val Loss: 0.3636, Val Acc: 88.04%
Epoch [5/500], LR: 0.010000, Train Loss: 0.4969, Train Acc: 83.40%, Val Loss: 0.3140, Val Acc: 90.04%
Epoch [6/500], LR: 0.010000, Train Loss: 0.4468, Train Acc: 85.37%, Val Loss: 0.2941, Val Acc: 90.56%
Epoch [7/500], LR: 0.010000, Train Loss: 0.4239, Train Acc: 86.08%, Val Loss: 0.2575, Val Acc: 91.54%
Epoch [8/500], LR: 0.010000, Train Loss: 0.3925, Train Acc: 87.00%, Val Loss: 0.2422, Val Acc: 92.34%
Epoch [9/500], LR: 0.010000, Train Loss: 0.3826, Train Acc: 87.50%, Val Loss: 0.2362, Val Acc: 92.38%
Epoch [10/500], LR: 0.010000, Train Loss: 0.3703, Train Acc: 87.92%, Val Loss: 0.2161, Val Acc: 93.12%
Epoch [11/500], LR: 0.010000, Train Loss: 0.3616, Train Acc: 88.24%, Val Loss: 0.2228, Val Acc: 92.79%
Epoch [12/500], LR: 0.010000, Train Loss: 0.3428, Train Acc: 88.70%, Val Loss: 0.2178, Val Acc: 92.84%
Epoch [13/500], LR: 0.010000, Train Loss: 0.3317, Train Acc: 89.13%, Val Loss: 0.1984, Val Acc: 93.73%
Epoch [14/500], LR: 0.010000, Train Loss: 0.3221, Train Acc: 89.65%, Val Loss: 0.2003, Val Acc: 93.61%
Epoch [15/500], LR: 0.010000, Train Loss: 0.3230, Train Acc: 89.43%, Val Loss: 0.1965, Val Acc: 93.86%
Epoch [16/500], LR: 0.010000, Train Loss: 0.3135, Train Acc: 89.81%, Val Loss: 0.1885, Val Acc: 93.96%
Epoch [17/500], LR: 0.010000, Train Loss: 0.3072, Train Acc: 90.12%, Val Loss: 0.1803, Val Acc: 94.33%
Epoch [18/500], LR: 0.010000, Train Loss: 0.3021, Train Acc: 90.10%, Val Loss: 0.1896, Val Acc: 93.72%
Epoch [19/500], LR: 0.010000, Train Loss: 0.3031, Train Acc: 90.29%, Val Loss: 0.1772, Val Acc: 94.20%
Epoch [20/500], LR: 0.010000, Train Loss: 0.2953, Train Acc: 90.45%, Val Loss: 0.1797, Val Acc: 94.26%
Epoch [21/500], LR: 0.010000, Train Loss: 0.2945, Train Acc: 90.43%, Val Loss: 0.1642, Val Acc: 94.59%
Epoch [22/500], LR: 0.010000, Train Loss: 0.2882, Train Acc: 90.57%, Val Loss: 0.1670, Val Acc: 94.65%
Epoch [23/500], LR: 0.010000, Train Loss: 0.2862, Train Acc: 90.74%, Val Loss: 0.1690, Val Acc: 94.64%
Epoch [24/500], LR: 0.010000, Train Loss: 0.2794, Train Acc: 90.95%, Val Loss: 0.1677, Val Acc: 94.43%
Epoch [25/500], LR: 0.010000, Train Loss: 0.2801, Train Acc: 90.90%, Val Loss: 0.1492, Val Acc: 95.30%
Epoch [26/500], LR: 0.010000, Train Loss: 0.2787, Train Acc: 90.99%, Val Loss: 0.1699, Val Acc: 94.51%
Epoch [27/500], LR: 0.010000, Train Loss: 0.2723, Train Acc: 91.25%, Val Loss: 0.1586, Val Acc: 94.90%
Epoch [28/500], LR: 0.010000, Train Loss: 0.2723, Train Acc: 91.11%, Val Loss: 0.1521, Val Acc: 95.03%
Epoch [29/500], LR: 0.010000, Train Loss: 0.2704, Train Acc: 91.22%, Val Loss: 0.1606, Val Acc: 94.89%
Epoch [30/500], LR: 0.010000, Train Loss: 0.2654, Train Acc: 91.44%, Val Loss: 0.1603, Val Acc: 94.78%
Epoch [31/500], LR: 0.010000, Train Loss: 0.2648, Train Acc: 91.48%, Val Loss: 0.1586, Val Acc: 94.74%
Epoch [32/500], LR: 0.010000, Train Loss: 0.2593, Train Acc: 91.58%, Val Loss: 0.1456, Val Acc: 95.22%
Epoch [33/500], LR: 0.010000, Train Loss: 0.2643, Train Acc: 91.36%, Val Loss: 0.1535, Val Acc: 95.16%
Epoch [34/500], LR: 0.010000, Train Loss: 0.2604, Train Acc: 91.52%, Val Loss: 0.1527, Val Acc: 95.36%
Epoch [35/500], LR: 0.010000, Train Loss: 0.2603, Train Acc: 91.47%, Val Loss: 0.1512, Val Acc: 95.10%
Epoch [36/500], LR: 0.010000, Train Loss: 0.2584, Train Acc: 91.62%, Val Loss: 0.1470, Val Acc: 95.19%
Epoch [37/500], LR: 0.010000, Train Loss: 0.2543, Train Acc: 91.79%, Val Loss: 0.1568, Val Acc: 95.03%
Epoch [38/500], LR: 0.010000, Train Loss: 0.2549, Train Acc: 91.72%, Val Loss: 0.1470, Val Acc: 95.17%
Epoch [39/500], LR: 0.010000, Train Loss: 0.2555, Train Acc: 91.80%, Val Loss: 0.1506, Val Acc: 95.38%
Epoch [40/500], LR: 0.010000, Train Loss: 0.2506, Train Acc: 91.91%, Val Loss: 0.1406, Val Acc: 95.46%
Epoch [41/500], LR: 0.010000, Train Loss: 0.2531, Train Acc: 91.83%, Val Loss: 0.1402, Val Acc: 95.56%
Epoch [42/500], LR: 0.010000, Train Loss: 0.2468, Train Acc: 91.96%, Val Loss: 0.1404, Val Acc: 95.55%
Epoch [43/500], LR: 0.010000, Train Loss: 0.2523, Train Acc: 91.85%, Val Loss: 0.1398, Val Acc: 95.72%
Epoch [44/500], LR: 0.010000, Train Loss: 0.2483, Train Acc: 91.97%, Val Loss: 0.1515, Val Acc: 95.20%
Epoch [45/500], LR: 0.010000, Train Loss: 0.2471, Train Acc: 91.93%, Val Loss: 0.1439, Val Acc: 95.29%
Epoch [46/500], LR: 0.010000, Train Loss: 0.2439, Train Acc: 92.07%, Val Loss: 0.1407, Val Acc: 95.53%
Epoch [47/500], LR: 0.010000, Train Loss: 0.2404, Train Acc: 92.11%, Val Loss: 0.1408, Val Acc: 95.42%
Epoch [48/500], LR: 0.010000, Train Loss: 0.2409, Train Acc: 92.21%, Val Loss: 0.1296, Val Acc: 95.87%
