Training sfc with weight bit width 4 and activation bit width 2 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.3659, Train Acc: 54.72%, Val Loss: 0.9965, Val Acc: 67.03%
Epoch [2/500], LR: 0.010000, Train Loss: 1.0326, Train Acc: 65.74%, Val Loss: 0.7211, Val Acc: 75.67%
Epoch [3/500], LR: 0.010000, Train Loss: 0.8447, Train Acc: 71.49%, Val Loss: 0.5783, Val Acc: 80.28%
Epoch [4/500], LR: 0.010000, Train Loss: 0.7410, Train Acc: 75.11%, Val Loss: 0.5087, Val Acc: 82.54%
Epoch [5/500], LR: 0.010000, Train Loss: 0.6834, Train Acc: 76.88%, Val Loss: 0.4669, Val Acc: 83.94%
Epoch [6/500], LR: 0.010000, Train Loss: 0.6397, Train Acc: 78.38%, Val Loss: 0.4264, Val Acc: 85.72%
Epoch [7/500], LR: 0.010000, Train Loss: 0.6051, Train Acc: 79.81%, Val Loss: 0.3937, Val Acc: 87.12%
Epoch [8/500], LR: 0.010000, Train Loss: 0.5811, Train Acc: 80.75%, Val Loss: 0.3765, Val Acc: 88.11%
Epoch [9/500], LR: 0.010000, Train Loss: 0.5625, Train Acc: 81.33%, Val Loss: 0.3550, Val Acc: 88.40%
Epoch [10/500], LR: 0.010000, Train Loss: 0.5430, Train Acc: 82.02%, Val Loss: 0.3428, Val Acc: 88.89%
Epoch [11/500], LR: 0.010000, Train Loss: 0.5243, Train Acc: 82.86%, Val Loss: 0.3344, Val Acc: 88.97%
Epoch [12/500], LR: 0.010000, Train Loss: 0.5078, Train Acc: 83.23%, Val Loss: 0.3227, Val Acc: 89.48%
Epoch [13/500], LR: 0.010000, Train Loss: 0.5012, Train Acc: 83.39%, Val Loss: 0.3039, Val Acc: 90.08%
Epoch [14/500], LR: 0.010000, Train Loss: 0.4906, Train Acc: 83.72%, Val Loss: 0.3071, Val Acc: 90.17%
Epoch [15/500], LR: 0.010000, Train Loss: 0.4837, Train Acc: 84.10%, Val Loss: 0.3033, Val Acc: 90.15%
Epoch [16/500], LR: 0.010000, Train Loss: 0.4740, Train Acc: 84.55%, Val Loss: 0.2910, Val Acc: 90.66%
