Training 2c3f_relu with weight bit width 4 and activation bit width 4 for 20 epochs.
Epoch [1/20], LR: 0.010000, Train Loss: 0.6245, Train Acc: 82.29%, Val Loss: 0.2733, Val Acc: 92.22%
Epoch [2/20], LR: 0.010000, Train Loss: 0.2001, Train Acc: 94.28%, Val Loss: 0.1649, Val Acc: 95.01%
Epoch [3/20], LR: 0.010000, Train Loss: 0.1408, Train Acc: 95.78%, Val Loss: 0.1444, Val Acc: 95.46%
Epoch [4/20], LR: 0.010000, Train Loss: 0.1165, Train Acc: 96.36%, Val Loss: 0.1141, Val Acc: 96.25%
Epoch [5/20], LR: 0.001000, Train Loss: 0.0901, Train Acc: 97.22%, Val Loss: 0.0876, Val Acc: 97.37%
Epoch [6/20], LR: 0.001000, Train Loss: 0.0850, Train Acc: 97.38%, Val Loss: 0.0841, Val Acc: 97.50%
Epoch [7/20], LR: 0.001000, Train Loss: 0.0817, Train Acc: 97.55%, Val Loss: 0.0822, Val Acc: 97.45%
Epoch [8/20], LR: 0.001000, Train Loss: 0.0790, Train Acc: 97.56%, Val Loss: 0.0779, Val Acc: 97.56%
Epoch [9/20], LR: 0.000100, Train Loss: 0.0758, Train Acc: 97.73%, Val Loss: 0.0783, Val Acc: 97.62%
Epoch [10/20], LR: 0.000100, Train Loss: 0.0754, Train Acc: 97.72%, Val Loss: 0.0787, Val Acc: 97.40%
Epoch [11/20], LR: 0.000100, Train Loss: 0.0768, Train Acc: 97.61%, Val Loss: 0.0750, Val Acc: 97.85%
Epoch [12/20], LR: 0.000100, Train Loss: 0.0732, Train Acc: 97.78%, Val Loss: 0.0822, Val Acc: 97.34%
Epoch [13/20], LR: 0.000010, Train Loss: 0.0748, Train Acc: 97.68%, Val Loss: 0.0742, Val Acc: 97.67%
Epoch [14/20], LR: 0.000010, Train Loss: 0.0716, Train Acc: 97.81%, Val Loss: 0.0797, Val Acc: 97.43%
Epoch [15/20], LR: 0.000010, Train Loss: 0.0755, Train Acc: 97.65%, Val Loss: 0.0766, Val Acc: 97.67%
Epoch [16/20], LR: 0.000010, Train Loss: 0.0745, Train Acc: 97.74%, Val Loss: 0.0788, Val Acc: 97.53%
Epoch [17/20], LR: 0.000001, Train Loss: 0.0747, Train Acc: 97.71%, Val Loss: 0.0757, Val Acc: 97.63%
Epoch [18/20], LR: 0.000001, Train Loss: 0.0738, Train Acc: 97.78%, Val Loss: 0.0757, Val Acc: 97.74%
Epoch [19/20], LR: 0.000001, Train Loss: 0.0749, Train Acc: 97.73%, Val Loss: 0.0726, Val Acc: 97.78%
Epoch [20/20], LR: 0.000001, Train Loss: 0.0744, Train Acc: 97.71%, Val Loss: 0.0760, Val Acc: 97.61%
Test Accuracy of the best model on the test images: 97.74%
Model saved to ./model/2c3f_relu_w4_a4_20.pth
